Legal Chars:
( = 6
) = 6
, = 219
. = 58
1 = 3
2 = 1
3 = 1
4 = 1
5 = 2
6 = 1
; = 33
? = 11
a = 1709
b = 61
bh = 80
c = 186
ch = 15
d = 149
dh = 118
e = 241
g = 85
gh = 5
h = 42
i = 629
j = 266
jh = 5
k = 193
kh = 103
l = 74
m = 188
n = 516
o = 343
p = 312
ph = 7
r = 152
s = 308
t = 710
th = 26
u = 253
v = 243
y = 294
ñ = 66
ā = 745
ī = 78
ū = 31
ḍ = 16
ḷ = 6
ṃ = 293
ṅ = 25
ṇ = 42
ṭ = 52
ṭh = 111
‘ = 67
’ = 67
“ = 25
” = 25
… = 22
Illegal Chars:
: = 5
— = 18
