Legal Chars:
( = 16
) = 16
, = 234
. = 98
1 = 4
2 = 4
3 = 4
4 = 5
6 = 1
; = 41
? = 16
a = 2658
b = 78
bh = 159
c = 346
ch = 32
d = 344
dh = 131
e = 543
g = 61
h = 184
i = 906
j = 156
jh = 11
k = 266
kh = 244
l = 21
m = 513
n = 604
o = 326
p = 591
ph = 18
r = 147
s = 790
t = 658
th = 51
u = 313
v = 469
y = 248
ñ = 54
ā = 835
ī = 45
ū = 30
ḍ = 14
ḍh = 12
ṃ = 448
ṅ = 10
ṇ = 70
ṭ = 108
ṭh = 42
‘ = 13
’ = 13
“ = 7
” = 7
Illegal Chars:
: = 16
— = 1
