Legal Chars:
( = 52
) = 52
, = 303
. = 181
0 = 1
1 = 24
2 = 10
3 = 10
4 = 15
5 = 9
6 = 7
7 = 4
8 = 3
9 = 3
; = 28
? = 10
a = 3768
b = 145
bh = 171
c = 378
ch = 31
d = 294
dh = 232
e = 491
g = 113
gh = 17
h = 284
i = 1480
j = 344
jh = 130
k = 455
kh = 239
l = 58
m = 686
n = 848
o = 399
p = 747
ph = 10
r = 270
s = 1192
t = 1274
th = 144
u = 544
v = 633
y = 460
ñ = 168
ā = 1325
ī = 235
ū = 35
ḍ = 12
ḍh = 2
ḷ = 2
ṃ = 533
ṅ = 78
ṇ = 36
ṭ = 102
ṭh = 76
‘ = 96
’ = 96
“ = 4
” = 4
… = 39
Illegal Chars:
# = 1
: = 13
E = 1
N = 1
O = 1
T = 2
w = 1
x = 1
— = 2
