Legal Chars:
( = 11
) = 11
, = 262
. = 113
1 = 3
2 = 2
3 = 3
4 = 2
5 = 2
; = 14
? = 17
a = 2726
b = 84
bh = 183
c = 160
ch = 48
d = 315
dh = 50
e = 537
g = 95
gh = 17
h = 241
i = 895
j = 99
jh = 3
k = 390
kh = 148
l = 100
m = 595
n = 637
o = 332
p = 403
ph = 3
r = 293
s = 598
t = 1049
th = 68
u = 298
v = 408
y = 288
ñ = 75
ā = 847
ī = 70
ū = 52
ḍ = 19
ḷ = 7
ṃ = 432
ṅ = 10
ṇ = 75
ṭ = 62
ṭh = 43
‘ = 42
’ = 42
“ = 4
” = 4
… = 12
Illegal Chars:
: = 45
— = 9
