Legal Chars:
( = 9
) = 9
, = 170
. = 60
1 = 6
2 = 3
3 = 3
4 = 1
5 = 3
; = 16
? = 6
a = 1802
b = 65
bh = 113
c = 124
ch = 16
d = 167
dh = 72
e = 274
g = 95
gh = 6
h = 184
i = 653
j = 91
jh = 19
k = 248
kh = 87
l = 60
m = 379
n = 452
o = 268
p = 264
ph = 3
r = 212
s = 508
t = 494
th = 67
u = 245
v = 309
y = 241
ñ = 55
ā = 717
ī = 60
ū = 16
ḍ = 11
ḷ = 1
ṃ = 267
ṅ = 17
ṇ = 54
ṭ = 45
ṭh = 32
‘ = 4
’ = 4
“ = 6
” = 6
… = 24
Illegal Chars:
: = 9
– = 2
— = 3
